sample_id,trajectory,pos_x,pos_y,pos_z,sensor10,sensor11,sensor12,sensor20,sensor21,sensor22,sensor30,sensor31,sensor32,sensor40,sensor41,sensor42
straight_02:5,straight_02,17.401786798,4.160712087,1.842560437,-82,-74,-74,-78,-82,-78,100,-74,-75,100,-63,-65
straight_02:6,straight_02,17.14735009,4.159,1.840787184,-78,100,-73,-79,100,-80,-75,-80,-71,-67,-61,-81
straight_02:7,straight_02,16.871685434,4.147,1.835929331,-77,-75,-76,-72,100,100,-78,-75,-77,-70,-63,-70
straight_02:8,straight_02,16.47706927,4.146230551,1.834230551,-72,-75,100,100,-81,-80,-75,-73,-71,-65,-58,-69
straight_02:9,straight_02,16.231818582,4.148818215,1.831060595,-70,-69,-67,-84,-78,-79,100,-77,-75,-66,-57,100
straight_02:10,straight_02,15.978575539,4.14038595,1.83355438,-71,100,-74,-78,100,-75,-76,-78,-72,-73,-60,-71
straight_02:11,straight_02,15.275228553,4.134788572,1.824394286,100,-72,-71,-78,-79,-81,-73,-68,100,-68,-60,-69
straight_02:12,straight_02,14.849348403,4.103718853,1.787281147,-71,-72,-75,-77,-80,-77,100,-69,-77,-69,-53,100
straight_02:13,straight_02,14.537704432,4.107058889,1.768,-66,-75,-72,-79,100,100,-75,-79,-68,-70,-59,-65
straight_02:14,straight_02,14.067144537,4.150187947,1.737375894,-73,-73,100,-77,-84,-75,-73,-77,-72,100,-60,-64
straight_02:15,straight_02,13.769881049,4.190422335,1.730429611,-70,-74,-81,-80,-81,-72,-74,-76,-76,-61,-62,-61
straight_02:16,straight_02,13.498618931,4.191613881,1.753678234,-71,-80,-74,-76,100,-75,100,-71,-71,-61,-62,-65
straight_02:17,straight_02,13.146241363,4.128056791,1.804007099,-70,-74,-72,-77,-75,-78,-83,-71,-76,-58,-62,-71
straight_02:18,straight_02,12.884523839,4.157443201,1.82234432,-74,100,-73,-70,-82,-79,-80,-81,-69,-57,-61,-64
straight_02:19,straight_02,12.534349016,4.47240822,1.811520682,-71,-69,-72,-70,-78,-74,100,100,-75,-55,-57,-65
straight_02:20,straight_02,12.248862775,4.253994985,1.795875313,-68,-66,-75,-81,-75,-72,100,-73,-77,-55,-59,100
straight_02:21,straight_02,11.939603783,4.204616605,1.809143773,-76,100,-68,100,-79,-74,-80,-70,-79,-57,-57,-63
straight_02:22,straight_02,11.413934955,4.163437121,1.814937554,-67,-80,-73,-75,-78,-70,100,-74,-72,100,-59,-64
straight_02:23,straight_02,11.092109597,4.159189158,1.82275663,-71,-69,100,-72,-79,-71,-75,-75,100,-60,-68,-62
straight_02:24,straight_02,10.74535424,4.1630335,1.83248325,-71,-72,-77,-72,-80,-77,-82,-70,-73,-71,-60,100
straight_02:25,straight_02,10.403619718,4.148601376,1.841398624,-71,-65,100,-71,-75,-72,-81,-73,-75,100,-62,-63
straight_02:26,straight_02,10.068089036,4.16371166,1.83328834,100,-71,-75,-72,-74,-74,-81,-75,-78,-60,100,-59
straight_02:27,straight_02,9.755807743,4.149582777,1.828165554,-71,-71,-69,-71,-73,100,-85,-72,100,-65,-70,-71
straight_02:28,straight_02,9.423435003,4.135,1.820282614,-72,-72,-69,-69,100,-75,-77,-69,-68,-70,-78,100
straight_02:29,straight_02,9.096822864,4.140752219,1.804,100,-67,-73,-70,100,-75,-79,-69,-78,-66,-67,-62
straight_02:30,straight_02,8.741178114,4.144308789,1.796,-72,-64,-71,-72,100,-71,-86,-72,-75,-68,100,-66
straight_02:31,straight_02,8.167784263,4.185521574,1.801104315,-62,-70,-75,-80,-76,-75,-76,100,100,-70,-63,-65
straight_02:32,straight_02,7.779453318,4.197579524,1.798056665,-65,-65,100,-72,-82,-75,100,-80,-78,-70,-65,-65
straight_02:33,straight_02,7.406969447,4.195038946,1.792424207,-73,-65,-72,-83,-80,-71,-80,-79,100,-72,-63,100
straight_02:34,straight_02,7.081860688,4.181258539,1.780835231,-67,100,-72,100,-79,-84,-80,-72,-73,-69,-62,-69
straight_02:35,straight_02,6.828958038,4.187408392,1.771873286,-71,-66,-69,-72,-76,-75,100,-72,-74,100,-65,-68
straight_02:36,straight_02,6.35432294,4.269380846,1.76,-72,-55,-69,-72,-74,100,-93,-69,-79,-66,-68,-72
straight_02:37,straight_02,5.905399868,4.183171419,1.762400033,-71,-71,-70,-73,-73,-81,-78,100,-73,100,-73,-72
straight_02:38,straight_02,5.46216553,4.123935806,1.751412163,-66,100,-70,-76,-75,-72,100,-75,-83,-70,-68,-70
straight_02:39,straight_02,5.115118537,4.160457646,1.801457646,-66,-60,100,-72,-74,-75,-88,100,-80,-69,-64,-70
straight_02:40,straight_02,4.764522787,4.216007245,1.810860248,-64,-61,-66,-71,-77,-73,100,-75,-81,-70,-70,100
straight_02:41,straight_02,4.121705234,4.175550253,1.819149916,-66,-64,-63,100,-78,-74,-83,-77,-77,100,-66,-72
straight_02:42,straight_02,3.543261097,4.142073312,1.794926688,-62,-63,-65,-70,-72,-72,-79,-74,100,-78,100,-74
straight_02:43,straight_02,3.159682998,4.156590778,1.78873487,-69,-64,-65,-72,100,-69,-85,-74,100,-73,-67,-73
straight_02:44,straight_02,2.771511697,4.174942758,1.805,-70,-63,-63,100,-76,-73,-88,100,-80,-73,-67,-69
straight_02:45,straight_02,2.201381756,4.168453592,1.800453592,-67,100,-62,-69,-69,-77,-84,-72,-80,100,-71,-68
straight_02:46,straight_02,1.841058798,4.184875296,1.80759412,-65,-65,-63,-74,100,-71,100,-77,-83,-76,-69,-75
straight_02:47,straight_02,1.482657796,4.212263177,1.732973682,-65,-66,-68,-72,-72,-69,-84,-77,-75,-81,100,100
straight_02:48,straight_02,1.121355112,4.221895241,1.762891157,-68,-66,-67,-73,-77,100,100,-73,-72,-86,-71,-71
straight_02:49,straight_02,0.77473626,4.217637802,1.787454725,-69,-70,-67,-73,-81,-75,-81,100,-75,-73,-70,100
straight_02:50,straight_02,0.434146677,4.202051468,1.739898609,-69,-72,-69,-68,100,-74,100,-72,-69,-75,-75,-75
straight_03:0,straight_03,11.647058937,-0.136321293,1.798488592,-71,-70,-78,-83,-86,-80,-87,-76,100,-67,-69,100
straight_03:1,straight_03,11.4392745,-0.092533143,1.870741357,-72,-69,100,-80,-82,100,-85,-76,-79,-71,-76,-67
straight_03:2,straight_03,11.480803653,-0.111232174,1.89310713,-76,-65,-77,100,-83,-78,-86,-81,-77,-68,-78,100
straight_03:3,straight_03,11.450858664,-0.094367999,1.868901867,-70,-68,-82,-83,-86,100,100,-77,-79,-66,-71,-70
straight_03:4,straight_03,11.494464131,-0.046446558,1.834321618,-72,-62,-75,-88,100,-81,-83,100,-75,-69,-69,-66
straight_03:5,straight_03,11.414773558,0.456057164,1.789578462,-72,-67,-71,-78,-78,-75,100,100,-79,-63,-69,-52
straight_03:6,straight_03,11.29306606,0.757696233,1.931665429,-75,100,-78,-72,-85,-73,-94,-76,100,-67,-69,-51
straight_03:7,straight_03,11.515508746,1.09624846,1.993997167,-72,-69,-77,-76,-80,-77,100,-72,100,-68,-72,-53
straight_03:8,straight_03,11.473277282,1.754948135,1.819817531,100,-69,-80,-75,-81,-78,-93,100,-77,-64,-64,-57
straight_03:9,straight_03,11.493,2.186524505,1.816562062,-72,-72,-73,-78,-77,-78,100,-79,100,-59,-70,-59
straight_03:10,straight_03,11.502778155,2.594955615,1.821682594,-71,-65,-71,-75,-77,100,-86,-81,-75,100,-65,-63
straight_03:11,straight_03,11.509,3.200000761,1.834,-71,-63,-69,-72,100,-71,100,-75,-78,-59,-66,-60
straight_03:12,straight_03,11.507,3.601506791,1.835,-70,100,-72,-75,100,-78,-84,-80,-78,-60,-69,-63
straight_03:13,straight_03,11.494,3.990385495,1.82824771,100,-73,-73,-73,-80,-78,-82,-74,-76,-54,-65,100
straight_03:14,straight_03,11.477890947,4.344719155,1.841445474,-68,-66,100,-71,-76,-80,-88,100,-74,-60,-68,-68
straight_03:15,straight_03,11.383764327,4.708480589,1.78950647,-67,-71,-77,-71,100,-73,-79,-78,-75,100,-65,-70
straight_03:16,straight_03,11.520645732,5.627249551,1.851804537,-67,100,-75,-69,-73,100,-76,-72,-69,-61,-68,-62
straight_03:17,straight_03,11.51111703,6.008787191,1.77488297,100,-64,-71,-71,-79,-75,-82,-75,100,-67,-61,-61
straight_03:18,straight_03,11.627486017,6.437054967,1.856351495,100,-69,-75,100,-74,-74,-73,-78,-75,-68,-64,-65
straight_03:19,straight_03,11.571030444,7.061497532,1.856329951,-71,-75,-69,-68,100,-69,-80,-72,-76,-73,-65,-73
straight_03:20,straight_03,11.522025444,7.4702002,1.846683629,100,-70,-71,-70,-79,-66,-80,-70,100,-71,-59,-67
straight_03:21,straight_03,11.507882192,7.898931542,1.833,-67,-68,-70,-76,-76,100,-75,100,-71,-74,-66,-79
straight_03:22,straight_03,11.516,8.348658675,1.824,-64,-77,-78,-67,-75,-67,-73,-73,-75,100,100,-76
straight_03:23,straight_03,11.544436759,8.783515843,1.83,-68,-69,-68,100,-77,-80,-73,-74,-75,100,-60,-70
straight_03:24,straight_03,11.543274484,9.453566959,1.838,100,-74,-66,-66,-73,-83,-72,-69,100,-71,-63,-74
straight_03:25,straight_03,11.519999603,9.913013113,1.837500199,-72,-73,-68,-70,-74,100,-73,-70,100,-74,-59,-70
straight_03:26,straight_03,11.512833485,10.387509551,1.842500455,-68,-68,-75,100,-80,-71,100,-75,-72,-75,-61,-69
straight_03:27,straight_03,11.571888102,11.012328096,1.758686583,100,-72,-77,-66,-78,-79,-71,-70,-66,-72,-65,100
straight_03:28,straight_03,11.513073371,11.430962056,1.744926629,-71,-74,-70,-70,100,-66,-71,-69,-73,-81,-65,100
straight_03:29,straight_03,11.541036417,12.040282229,1.762027313,-79,-75,-72,-66,-74,-76,100,-63,100,-76,-64,-74
straight_03:30,straight_03,11.577164481,12.468507977,1.789068415,-70,-73,-71,-65,100,-67,-68,-71,-63,-75,100,-75
straight_03:31,straight_03,11.576907538,12.907890455,1.817,-75,100,-75,-68,-71,-66,100,-68,-66,-75,-69,-70
straight_03:32,straight_03,11.564773629,13.358097545,1.826535822,-76,-74,100,-68,-75,-69,-65,-60,-68,-81,-69,100
straight_03:33,straight_03,11.532645916,14.275828805,1.835015563,100,100,-74,-63,-72,-72,-67,-63,-67,-85,-69,-74
straight_03:34,straight_03,11.561387484,14.733682301,1.816645006,100,-68,-75,-68,-71,-71,-65,-65,-72,-81,-66,100
straight_03:35,straight_03,11.549027913,15.166419139,1.832743022,-82,-71,-82,-65,100,-68,-76,-63,-76,-79,100,-76
straight_03:36,straight_03,11.531251806,15.613409951,1.854561145,-80,-72,100,-69,-76,-67,100,-63,-74,-86,-72,-83
straight_03:37,straight_03,11.535,16.040368099,1.864739581,-75,-71,-77,-66,-77,-70,-68,-63,100,-80,-74,100
straight_03:38,straight_03,11.540362631,16.458161234,1.859031141,-78,-68,100,-71,100,-72,-79,-70,-63,-81,-71,-77
straight_03:39,straight_03,11.565934773,16.86123887,1.832228295,-73,-72,100,-70,-77,-70,-73,100,-70,-80,-70,-77
straight_03:40,straight_03,11.927419664,17.452708191,1.851771593,-77,-70,-77,-67,-74,100,-70,-60,100,-91,-78,-79
straight_03:41,straight_03,11.71524272,17.766163104,1.830493688,-80,-73,-75,-68,-78,-72,100,-72,-80,100,-76,-78
straight_03:42,straight_03,11.60086216,17.939025302,1.888561178,-80,-72,100,-68,100,-77,-71,-77,-76,-81,-69,-78
straight_04:0,straight_04,17.850288413,8.445711587,1.847288413,-77,-81,-77,-70,-77,100,-70,-72,-76,-71,-69,100
straight_04:1,straight_04,17.81704015,8.476879551,1.817160599,-75,100,-78,-71,-75,-78,100,-75,-68,-73,-66,-74
straight_04:2,straight_04,17.819652754,8.467347246,1.793305508,100,100,-77,-71,-79,-81,-73,-72,-79,-72,-66,-75
straight_04:3,straight_04,17.817326491,8.478347019,1.791673509,-80,100,-80,-83,-75,-82,-70,-74,-68,-70,100,-70
straight_04:4,straight_04,17.772605293,8.453947379,1.831578931,-72,100,100,-77,-74,-76,-75,-75,-72,-70,-65,-73
straight_04:5,straight_04,17.154306173,8.437520643,1.847681769,100,-76,-80,-76,-83,100,-71,-68,-67,-75,-57,-73
straight_04:6,straight_04,16.486024676,8.463368035,1.874661076,-78,-74,-72,-70,100,100,-70,-74,-65,-69,-64,-75
straight_04:7,straight_04,15.668781932,8.421418267,1.908858702,-70,-74,-77,-74,-77,-78,-70,-71,100,100,-54,-69
straight_04:8,straight_04,14.755120783,8.356058119,1.878941468,-71,-74,-75,-67,-76,-65,-69,-71,-67,100,-60,100
straight_04:9,straight_04,13.778938829,8.464673066,1.792243554,-68,100,-73,-72,-75,-71,-76,-71,-70,-70,100,-76
straight_04:10,straight_04,12.868535165,8.525558104,1.778491699,-69,-70,-73,-71,100,100,-75,-71,-71,-78,-60,-71
straight_04:11,straight_04,12.001301028,8.563721551,1.806546408,-63,-70,-68,-68,100,-74,-80,-70,100,-78,-62,-64
straight_04:12,straight_04,11.052119873,8.569628655,1.808314327,-64,-71,-68,-63,100,-74,-73,-68,-60,-80,100,-75
straight_04:13,straight_04,10.000696672,8.531890995,1.80421801,-60,-67,-69,-65,-77,-63,-79,100,-73,-67,-61,100
straight_04:14,straight_04,8.582811958,8.520706063,1.821706063,-59,-68,-70,-65,100,-71,-74,-66,-67,100,-67,-69
straight_04:15,straight_04,7.589045244,8.528351062,1.842324469,100,-75,-64,-66,-77,100,-73,-69,-66,-76,-69,-71
straight_04:16,straight_04,6.730532198,8.6144427,1.8834113,-60,-65,-72,100,-69,-68,-80,-69,-69,100,-63,-75
straight_04:17,straight_04,5.264690933,8.611649239,1.836706155,-63,-65,-67,-67,100,-70,-78,-73,-73,-77,-71,-77
straight_04:18,straight_04,4.301754611,8.559022308,1.844241065,100,-64,-79,-60,-72,-77,-78,-78,-72,-79,-68,-74
straight_04:19,straight_04,3.297009152,8.570577981,1.841614679,-77,-67,-62,-67,-67,-73,-87,-75,100,-84,100,-74
straight_04:20,straight_04,2.299064813,8.552493709,1.856703774,-71,-66,-60,-71,-67,-72,-84,100,-80,-79,-67,100
straight_04:21,straight_04,1.368000414,8.528870242,1.855,-71,100,-60,-73,-71,-72,-83,-78,-75,100,-75,-71
straight_04:22,straight_04,0.405150864,8.466951458,1.860752052,-70,-79,-60,-72,-71,-73,100,-77,-74,-80,100,-73
straight_05:0,straight_05,17.98139583,8.410879166,1.859879166,-74,-83,-78,-77,100,-74,-73,-72,-65,-71,-62,100
straight_05:1,straight_05,17.902968238,8.44727664,1.902308401,100,-75,100,-80,-76,-81,-72,-72,-73,-74,-60,-67
straight_05:2,straight_05,17.867834841,8.479220212,1.929220212,-75,-83,-77,-75,-78,100,100,-72,-63,-71,-66,-79
straight_05:3,straight_05,17.859407065,8.479743477,1.918743477,-74,-74,100,-77,-75,-73,-72,-72,-73,100,-60,-68
straight_05:4,straight_05,17.877233579,8.415532842,1.849065684,-73,100,100,-80,-76,-79,-72,-72,-80,-70,-67,-68
straight_05:5,straight_05,17.865538495,8.423153835,1.841807743,-71,100,-78,-78,-78,-74,-73,-71,100,-70,-62,-73
straight_05:6,straight_05,17.782359869,8.393,1.842528026,-71,-72,-72,-74,100,-73,-72,100,-74,-78,-57,-76
straight_05:7,straight_05,17.631595902,8.404017569,1.830789166,-69,100,-78,-75,-77,-76,42,-77,100,-72,-60,-72
straight_05:8,straight_05,17.327602296,8.436055252,1.825386761,-75,-73,-71,100,-75,-82,-70,-66,-74,100,-54,-70
straight_05:9,straight_05,17.121035628,8.459605997,1.85869418,-69,-73,-76,-81,-82,100,-70,-72,-66,-74,-51,100
straight_05:10,straight_05,16.903533534,8.406973756,1.871002916,100,-82,-77,-76,-77,-79,-70,-71,-66,-80,100,-75
straight_05:11,straight_05,16.673895692,8.452572769,1.863479077,-77,-81,100,-76,-79,100,-75,-79,-65,-71,-57,-69
straight_05:12,straight_05,16.515,8.382489945,1.852,-73,-77,-74,-72,-76,100,-71,-71,-72,-69,-60,100
straight_05:13,straight_05,16.457141835,8.45957211,1.849143027,-75,-80,-71,-72,-85,-79,-77,100,100,-69,-57,-75
straight_05:14,straight_05,16.369381321,8.501919187,1.84,-79,-78,-74,-74,100,-78,100,-72,-72,-72,-58,-74
straight_05:15,straight_05,16.229471672,8.51531205,1.843,-73,100,-72,-76,100,-80,-75,-68,-70,-70,-59,-75
straight_05:16,straight_05,16.096721029,8.530046495,1.842476752,-69,-74,-71,100,-74,-77,-74,-68,100,-72,-59,-72
straight_05:17,straight_05,16.000018803,8.511018803,1.839563582,-77,-80,-76,-72,100,-78,100,-71,-78,-74,-62,-74
straight_05:18,straight_05,15.868019539,8.39499023,1.870019539,-77,-76,-76,-71,-82,-72,-79,-70,-70,-72,100,100
straight_05:19,straight_05,15.755525599,8.398340731,1.840184868,-76,-81,100,-73,-80,100,-75,-66,-65,-70,-52,-79
straight_05:20,straight_05,15.572120222,8.451699462,1.84064481,-79,-73,-76,100,-83,-74,100,-72,-65,-67,-51,-69
straight_05:21,straight_05,15.434435143,8.379020327,1.853445306,-70,-79,-75,-72,-74,-78,-72,-65,-64,100,-58,100
straight_05:22,straight_05,15.257103218,8.442665696,1.886498118,100,-78,-82,100,-73,-74,-68,-67,-60,-72,-57,-73
straight_05:23,straight_05,15.191808097,8.486825096,1.843328338,-74,-71,-75,-72,-75,-81,100,-65,-64,100,-51,-67
straight_05:24,straight_05,15.14646711,8.492503695,1.97193422,-71,-75,-78,100,-78,-79,-72,-65,-67,-72,-54,-74
straight_05:25,straight_05,15.001101165,8.339303494,1.921179038,-69,-77,100,-76,-80,-81,-66,-67,-67,-70,-52,100
straight_05:26,straight_05,14.919,8.219838748,1.98707625,100,-75,100,-71,-79,-74,-70,-66,-64,-75,-53,-70
straight_05:27,straight_05,14.800650101,8.363532449,1.921049698,-72,-80,-73,-75,100,-68,-71,-67,-64,-73,100,-75
straight_05:28,straight_05,14.683155348,8.45365311,1.917725498,100,-74,-76,-72,-76,-77,100,-74,-61,-71,-51,-69
straight_05:29,straight_05,14.512608516,8.504400786,1.888028628,-71,-83,-76,-69,100,-69,-71,-66,-65,-76,100,-66
straight_05:30,straight_05,14.333186511,8.181026923,1.898208992,-66,-75,-73,-72,-81,100,-71,-70,-63,-70,-62,100
straight_05:31,straight_05,14.181495673,7.984334645,1.868330711,100,-73,-72,-76,-78,-80,-73,-74,-64,100,-59,-77
straight_05:32,straight_05,14.042969792,8.323309629,1.807015104,-71,-80,100,-75,-80,-69,100,-71,-66,-66,-60,-68
straight_05:33,straight_05,13.998601027,8.508298588,1.801299872,-73,100,-80,-73,100,-67,-69,-74,-74,-66,-62,-65
straight_05:34,straight_05,13.956565806,8.526039361,1.816697417,-67,-72,-69,-71,-76,-78,-71,100,-68,-66,100,-66
straight_05:35,straight_05,13.874527231,8.487527231,1.792878718,-70,-80,-69,100,100,-77,-68,-72,-65,-72,-60,-71
straight_05:36,straight_05,13.818207972,8.476796457,1.766796457,-67,-68,-74,-71,-77,100,-72,-71,100,-66,-65,-67
straight_05:37,straight_05,13.757144472,8.49263173,1.766223798,-66,100,-71,-70,100,-75,-73,-70,-68,-69,-64,-69
straight_05:38,straight_05,13.659577699,8.510368525,1.754368525,-68,-73,100,-71,-76,-68,-72,-80,-71,100,-63,-70
straight_05:39,straight_05,13.577011496,8.510965512,1.759325669,100,-78,-73,100,-73,-75,-71,-72,-65,-66,-66,-66
straight_05:40,straight_05,13.478970457,8.52089053,1.76178106,-66,-70,100,-69,-75,-68,100,-78,-72,-67,-81,-73
straight_05:41,straight_05,13.39863048,8.54672204,1.75424068,-73,-72,-74,-69,-76,-68,-70,-77,100,100,-72,-70
straight_05:42,straight_05,13.288512262,8.539487738,1.744004905,100,-74,100,-68,-74,-75,-75,-73,-64,-77,-65,-76
straight_05:43,straight_05,13.119627928,8.490656982,1.752744144,-69,-73,-76,-70,100,-71,-77,-73,-71,-71,100,-78
straight_05:44,straight_05,13.04514654,8.515,1.75683805,-72,-71,-77,-72,-73,100,-73,-69,-69,-70,-65,100
straight_05:45,straight_05,12.965770614,8.531881959,1.735472164,-71,-73,-70,-71,-72,-71,100,-73,-67,100,-68,-72
straight_05:46,straight_05,12.852102679,8.521072067,1.749371173,-70,100,-71,-72,100,-74,-74,-72,-65,-72,-57,-73
straight_05:47,straight_05,12.812755605,8.55651121,1.775633407,-73,-76,-76,-70,-78,-68,-77,-74,-67,-73,100,100
straight_05:48,straight_05,12.838312851,8.549974673,1.866849906,-68,100,-66,-76,-75,-82,-73,-74,100,-71,-65,-73
straight_05:49,straight_05,12.729062724,8.542887813,1.903049463,-72,-72,-70,100,-74,100,-71,-77,-71,-75,-59,-77
straight_05:50,straight_05,12.666433346,8.513819298,1.932626322,-67,-75,-71,-76,-79,-71,-72,100,100,-70,-63,-69
straight_05:51,straight_05,12.485658428,8.533382714,1.842148143,-67,100,-70,-69,-74,-68,100,-73,-71,-77,-59,-78
straight_05:52,straight_05,12.374853243,8.529251007,1.824478747,-68,100,-69,-72,-78,-73,-76,-71,-68,100,-58,-72
straight_05:53,straight_05,12.212433326,8.530086665,1.817,-70,-75,-69,-67,100,-71,-75,100,-76,-72,-59,-69
straight_05:54,straight_05,12.049948971,8.524631922,1.828,-67,-71,-80,-68,-78,-73,100,100,-71,-72,-62,-69
straight_05:55,straight_05,11.948241591,8.524075841,1.814455045,-67,-70,-75,-68,-74,-68,-80,-71,100,-70,100,-76
straight_05:56,straight_05,11.826614954,8.549197196,1.817,-67,100,-69,-68,-77,-72,-76,100,-67,-69,-62,-69
straight_05:57,straight_05,11.680778509,8.566,1.809970029,-68,-72,-75,-74,100,100,-76,-66,-70,-70,-70,-67
straight_05:58,straight_05,11.587801503,8.56391493,1.813,-62,-74,-76,-69,-72,100,100,-71,-72,-71,-67,-79
straight_05:59,straight_05,11.492152576,8.549782755,1.820587066,-70,-69,-73,-68,100,-75,-73,-67,-73,100,-70,-75
straight_05:60,straight_05,11.388177794,8.552395242,1.825596828,-64,100,-72,-72,-74,-77,-80,-70,-66,-81,100,-68
straight_05:61,straight_05,11.280828462,8.545910905,1.820089095,-63,100,-71,-66,-74,-69,100,-67,-65,-77,-65,-63
straight_05:62,straight_05,11.152210102,8.562801122,1.808400561,100,-70,-76,-74,-72,-75,-79,-66,100,-79,-62,-70
straight_05:63,straight_05,10.988982305,8.547859671,1.823,-66,-72,-75,-69,100,-77,100,-71,-71,-74,-58,-69
straight_05:64,straight_05,10.880430209,8.535856597,1.826143403,-66,-68,-68,-71,-73,100,-72,-72,-70,100,-76,-70
straight_05:65,straight_05,10.712665755,8.536111415,1.825377717,-67,-75,-68,100,-72,-78,100,-72,-65,-79,-61,-66
straight_05:66,straight_05,10.601744293,8.543597471,1.818268353,-64,-69,-71,-68,-72,-68,100,100,-67,-78,-63,-76
straight_05:67,straight_05,10.500443651,8.54551127,1.817829577,100,-74,-72,-74,-77,100,-72,-66,-65,-70,-65,-71
straight_05:68,straight_05,10.3256904,8.555,1.816046027,-63,-70,-71,-66,-75,-73,-72,-68,-61,100,-67,-71
straight_05:69,straight_05,10.226173196,8.544238587,1.825967304,-65,-71,-70,-68,100,-73,-77,-72,100,-75,-60,-69
straight_05:70,straight_05,10.196973431,8.477697171,1.865329397,100,-68,-69,100,-71,-69,-73,-65,-68,-77,-62,-67
straight_05:71,straight_05,9.96149814,8.57,1.829,-62,-74,100,-68,-77,-67,-77,100,-69,-72,-64,-72
straight_05:72,straight_05,9.829200665,8.564466741,1.81823337,-61,-71,-73,-62,-75,-66,100,100,-69,-74,-62,-68
straight_05:73,straight_05,9.692955625,8.576039818,1.819880547,-59,-77,-73,-64,100,-80,-73,-66,-72,-74,-66,100
straight_05:74,straight_05,9.530060369,8.560480039,1.834,100,100,-73,-67,-71,-74,-72,-63,-69,-80,-69,-76
straight_05:75,straight_05,9.328021762,8.580113404,1.818789232,-63,-70,100,-65,-71,-68,-76,-63,-73,-67,100,-71
straight_05:76,straight_05,9.11731253,8.466610043,1.783572501,-60,-71,-71,100,-73,-75,100,-64,-67,-70,-67,-73
straight_05:77,straight_05,9.056983915,8.468032171,1.807016085,-63,-74,-70,-71,100,-74,-78,-64,-67,100,-62,-71
straight_05:78,straight_05,8.990363452,8.510848562,1.824939425,-59,-68,-71,-65,-76,100,-77,-67,-71,-72,100,-81
straight_05:79,straight_05,8.907303083,8.509825771,1.83378282,100,-68,-71,-65,-73,-66,100,-65,-70,-69,-66,-71
straight_05:80,straight_05,8.77127688,8.503,1.836114415,-59,-67,-68,-65,-79,-73,-76,-69,-66,100,-68,-69
straight_05:81,straight_05,8.663888699,8.512896893,1.836841243,-58,-78,-73,-69,100,-63,100,-68,-69,-78,-65,-80
straight_05:82,straight_05,8.5617002,8.527899971,1.835949986,100,-65,-68,-62,-69,100,29,-74,-66,-80,-65,-70
straight_05:83,straight_05,8.417216931,8.522247456,1.831989825,-65,-71,-69,100,100,-68,-85,-67,-68,-78,-61,-74
straight_05:84,straight_05,8.309174,8.529745846,1.843,-62,-67,-72,-70,-77,-68,100,-69,-75,-72,100,-71
straight_05:85,straight_05,8.204570703,8.504,1.834698372,-64,-74,-72,-65,-74,-72,-78,-70,-71,100,-75,-71
straight_05:86,straight_05,8.09674748,8.494,1.826094797,100,-71,-70,-75,-72,-72,-77,-73,100,-79,-70,-71
straight_05:87,straight_05,7.986891017,8.494222473,1.834777527,-66,100,-72,-67,100,-74,-80,-72,-71,-81,-70,-73
straight_05:88,straight_05,7.872084822,8.51196289,1.829978794,-66,-77,-72,-75,-71,100,-83,-71,-69,-74,-65,100
straight_05:89,straight_05,7.759617766,8.505327221,1.845672779,-62,-68,-78,100,-72,-73,100,-68,-67,-73,-68,-69
straight_05:90,straight_05,7.648962735,8.494,1.848,-62,-65,100,-67,-71,100,-84,-69,-67,-80,-63,-69
straight_05:91,straight_05,7.533907506,8.497121001,1.842302502,-61,100,-76,-62,-69,-75,-89,-67,-69,100,-65,-71
straight_05:92,straight_05,7.337584094,8.49711315,1.851,-60,-67,100,-66,-74,-75,-77,100,-70,-75,-74,-72
straight_05:93,straight_05,7.223685929,8.507821995,1.841465984,-66,-68,-72,-68,-76,100,-79,-65,-73,-70,-64,-76
straight_05:94,straight_05,7.108775773,8.515432854,1.839865708,-66,-75,-66,-63,100,-76,-83,100,-70,-80,-74,-71
straight_05:95,straight_05,6.904099214,8.500363199,1.845094406,-61,-74,-66,-65,-74,100,-76,100,-67,-78,-68,-71
straight_05:96,straight_05,6.781333859,8.509020669,1.838,-69,100,100,-63,-84,-75,-76,-68,-83,-73,-66,-73
straight_05:97,straight_05,6.676563245,8.507831027,1.845337947,-57,-74,-64,-68,-78,-76,100,100,-69,-71,-63,-72
straight_05:98,straight_05,6.578473753,8.507094882,1.852968373,-61,-72,-69,-71,-73,-73,100,-69,-70,-74,100,-72
straight_05:99,straight_05,6.585318995,8.691340502,1.881574372,-62,100,-68,-66,-72,-77,-77,-66,-75,-83,-68,-74
straight_05:100,straight_05,6.499657628,8.70554917,1.855054229,-72,-70,-68,-65,-73,-73,100,-69,-69,-72,100,-80
straight_05:101,straight_05,6.375042427,8.677208293,1.85762488,-65,100,-70,-61,-75,-78,-83,-68,-70,-81,-68,-77
straight_05:102,straight_05,6.26292615,8.639339991,1.885123084,-61,-69,-72,-61,-77,-70,-79,100,100,-80,-68,-76
straight_05:103,straight_05,6.160704053,8.61675495,1.895122525,-67,-67,-71,-66,-69,-77,100,-68,-70,100,-75,-74
straight_05:104,straight_05,6.05007844,8.607896728,1.87535948,-60,100,-66,-63,-76,-71,-83,100,-70,-75,-67,-70
straight_05:105,straight_05,5.88510526,8.634604416,1.859162987,-65,-67,-70,-61,-72,100,-80,-73,-70,100,-66,-73
