sample_id,trajectory,pos_x,pos_y,pos_z,sensor10,sensor11,sensor12,sensor20,sensor21,sensor22,sensor30,sensor31,sensor32,sensor40,sensor41,sensor42
straight_05:106,straight_05,5.771811503,8.618,1.859675399,-63,-67,-74,-60,-69,100,-81,-71,-71,-78,-63,100
straight_05:107,straight_05,5.613855014,8.650466371,1.862689086,-64,-58,-67,-58,-64,100,-82,-70,-71,-83,100,-74
straight_05:108,straight_05,5.502331729,8.649074252,1.853962874,100,100,-62,-59,-67,-66,-89,-65,-69,-78,-67,-74
straight_05:109,straight_05,5.385667926,8.653642452,1.864166981,-68,-73,100,-67,-72,-64,100,-68,-73,-82,-67,-73
straight_05:110,straight_05,5.180840179,8.684737117,1.855508588,-61,100,-67,-67,-64,-72,-84,-68,-72,100,-64,-78
straight_05:111,straight_05,5.065305295,8.674977093,1.85646564,100,-67,-70,-65,-66,-70,-88,-68,100,-77,-64,-82
straight_05:112,straight_05,4.952730688,8.672502575,1.854740988,-60,-72,100,-68,-66,-67,-79,100,-77,-77,-66,-75
straight_05:113,straight_05,4.74984074,8.621556754,1.841318082,-62,-64,-69,-68,-63,-65,-78,-69,100,100,-66,-76
straight_05:114,straight_05,4.547767287,8.631395672,1.848023452,-63,100,-65,-67,-65,-67,-80,100,-76,-78,-65,-78
straight_05:115,straight_05,4.402293229,8.610534517,1.803637737,-67,-73,-63,100,-68,-78,-74,-70,100,-77,-70,-77
straight_05:116,straight_05,4.291114866,8.702852478,1.840590089,-63,-64,-61,-71,100,-73,-76,-74,100,-81,-66,-75
straight_05:117,straight_05,4.214356304,8.650885043,1.810379326,-63,100,-67,-63,-69,-75,-85,-75,-76,-88,100,-83
straight_05:118,straight_05,4.174976219,8.578467302,1.836497027,-67,100,-66,-69,-73,-75,-84,-72,100,-89,-69,-81
straight_05:119,straight_05,4.101066883,8.515205682,1.843483279,-69,-64,100,-67,-68,-74,-78,100,-79,-90,-69,-80
straight_05:120,straight_05,3.919947262,8.572003767,1.839001884,-65,-61,-76,-64,-72,-77,100,-78,100,-79,-68,-78
straight_05:121,straight_05,3.636211616,7.954837957,1.891282806,-67,-62,-66,-60,-74,-75,-77,-71,-71,100,-65,100
straight_05:122,straight_05,3.444461035,8.245377452,1.762284503,-67,-64,-68,-60,-75,100,100,-75,-78,-81,-74,-71
straight_05:123,straight_05,3.330020343,8.519994914,1.833,-69,-65,-62,-58,-72,-76,-77,100,100,-77,-62,-77
straight_05:124,straight_05,3.241893989,8.536170235,1.836829765,-69,-63,-65,-59,-70,100,-83,-73,-72,100,-66,-85
straight_05:125,straight_05,3.048930318,8.524273907,1.839452187,-71,-67,-62,-69,-68,-69,-80,-73,-74,-81,100,100
straight_05:126,straight_05,2.917352287,8.509977982,1.841955964,-69,-65,-66,-71,-68,-77,100,-77,-74,-82,100,-78
straight_05:127,straight_05,2.80483566,8.51747261,1.847703187,100,-67,-62,100,-71,-75,-79,-73,-77,-86,-67,-71
straight_05:128,straight_05,2.611639964,8.505802351,1.832197649,-70,-65,-64,-65,-67,100,-82,100,-76,-75,-67,-72
straight_05:129,straight_05,2.495204296,8.511799495,1.819799495,-64,-67,-62,-65,-68,-77,100,-75,-70,100,-66,-78
straight_05:130,straight_05,2.368762526,8.522180255,1.846090127,-72,-69,-64,-67,-71,-69,100,-74,-74,-83,100,-75
straight_05:131,straight_05,2.147586755,8.508488684,1.849511316,-78,-65,-67,-66,-75,100,-81,-73,-73,-77,-64,100
straight_05:132,straight_05,1.989678006,8.50125939,1.852,-69,-68,-63,-72,-73,-68,-84,100,-74,-82,100,-73
straight_05:133,straight_05,1.838061987,8.494281404,1.847953099,100,-67,-64,100,-73,-68,-82,-75,-75,-80,-66,-71
straight_05:134,straight_05,1.717184268,8.501601967,1.852699017,-72,-71,-68,-82,-71,100,-84,-76,100,-76,-72,-71
straight_05:135,straight_05,1.598407025,8.481800878,1.850800878,-68,-66,-62,-74,100,-65,-82,-77,-69,-85,100,-76
straight_05:136,straight_05,1.458933453,8.482276208,1.833723792,100,-69,-61,-71,-70,-69,-81,-77,-71,100,-67,-71
straight_05:137,straight_05,1.232361123,8.482563888,1.843563888,-70,-68,100,-72,-73,-71,-79,-74,100,-84,-71,-74
straight_05:138,straight_05,1.091731012,8.490728727,1.821455169,-69,-77,-65,-68,-69,-71,100,-75,100,-82,-71,-73
straight_05:139,straight_05,0.953663319,8.484630374,1.828630374,-74,-69,-62,-70,-71,-69,-81,-77,-75,-81,100,100
straight_05:140,straight_05,0.720181758,8.476368456,1.842631544,-71,100,-62,-70,100,-72,-86,-74,-68,-81,-68,-72
straight_05:141,straight_05,0.545967311,8.507903339,1.856580668,-71,-68,-63,100,-70,-73,100,-74,-79,-83,-69,-79
straight_05:142,straight_05,0.382787079,8.496580641,1.851535487,100,-71,-59,-71,-68,100,-84,-71,-71,-81,-69,-72
straight_05:143,straight_05,0.234739201,8.500913067,1.845565227,-67,-70,-58,-71,100,-71,-90,-71,100,-90,-67,-72
zigzagging_with_rotation:0,zigzagging_with_rotation,17.83299547,4.416414043,1.806997735,-82,-73,100,-78,-83,-74,-81,-81,-85,-71,-63,-67
zigzagging_with_rotation:1,zigzagging_with_rotation,17.902813715,4.201841523,1.82512419,-76,-74,-74,-79,100,-74,-81,100,-82,-78,-73,-68
zigzagging_with_rotation:2,zigzagging_with_rotation,17.909,4.166204881,1.836795119,-79,100,-75,-79,-83,-75,-80,-79,100,-71,-63,-66
zigzagging_with_rotation:3,zigzagging_with_rotation,17.908754778,4.163754778,1.842251593,100,-72,-71,-81,-79,-76,-77,-77,100,-78,-72,-69
zigzagging_with_rotation:4,zigzagging_with_rotation,17.824310641,4.172051773,1.825069031,-77,-72,-78,100,100,-79,-75,-70,-76,-69,-69,-68
zigzagging_with_rotation:5,zigzagging_with_rotation,17.446565907,4.186238689,1.833940328,-79,-75,-73,-86,-78,100,-78,-78,-78,100,-63,-66
zigzagging_with_rotation:6,zigzagging_with_rotation,17.092622194,4.167187556,1.836187556,-74,100,-74,-76,-80,-82,100,-74,-72,-70,-68,-73
zigzagging_with_rotation:7,zigzagging_with_rotation,16.695190397,4.151299314,1.837,-74,100,100,-82,-80,-76,-73,-75,-72,-71,-59,-68
zigzagging_with_rotation:8,zigzagging_with_rotation,16.076938861,4.124215066,1.835,100,-73,-68,-74,-82,-82,-74,-74,100,-69,-57,-69
zigzagging_with_rotation:9,zigzagging_with_rotation,15.674153426,4.136084156,1.823277229,-70,-73,-76,100,-79,-74,-81,-69,-73,100,-62,-68
zigzagging_with_rotation:10,zigzagging_with_rotation,15.112970187,4.095940007,1.803350018,-72,-72,100,-78,-79,-75,100,-79,-72,-71,-57,-66
zigzagging_with_rotation:11,zigzagging_with_rotation,14.746357139,4.076420635,1.770472222,-70,-74,-75,-79,100,100,-76,-80,-70,-72,-63,-66
zigzagging_with_rotation:12,zigzagging_with_rotation,14.136726746,4.11734056,1.74265944,-68,-73,-78,-85,-80,100,-71,100,-69,-61,-61,-62
zigzagging_with_rotation:13,zigzagging_with_rotation,13.708564337,4.148815947,1.752570542,-70,100,100,-79,-75,-76,-85,-74,-68,-57,-63,-62
zigzagging_with_rotation:14,zigzagging_with_rotation,13.340397942,4.09048444,1.761543249,100,-73,-69,-76,-80,-80,-83,-73,-69,-57,100,-61
zigzagging_with_rotation:15,zigzagging_with_rotation,12.984814852,4.070888341,1.786527915,-67,-70,100,-78,-79,100,-78,-75,-69,-54,-66,-64
zigzagging_with_rotation:16,zigzagging_with_rotation,12.391442772,4.057391632,1.768797211,-70,-68,-74,-74,-75,-78,-89,-77,-73,-54,100,100
zigzagging_with_rotation:17,zigzagging_with_rotation,12.070640011,4.100281106,1.793988886,-80,-71,100,-74,100,-77,-75,-81,-74,-53,-64,-69
zigzagging_with_rotation:18,zigzagging_with_rotation,11.895404821,4.102709967,1.794419935,-74,-73,-75,-75,-76,-80,-75,100,-75,-54,-73,100
zigzagging_with_rotation:19,zigzagging_with_rotation,11.834129999,4.102,1.795122,-78,-79,-74,-78,-75,100,-78,-80,100,-57,-63,-68
zigzagging_with_rotation:20,zigzagging_with_rotation,11.803,4.110809486,1.802130929,-79,100,-69,-76,-76,100,-78,-77,-74,-54,-81,-71
zigzagging_with_rotation:21,zigzagging_with_rotation,11.861705753,4.232705753,1.873797199,-67,-67,-72,-71,-78,-79,100,100,-78,-58,-68,-67
zigzagging_with_rotation:22,zigzagging_with_rotation,11.685230754,4.42341231,1.84852923,-67,-66,-78,100,100,-74,-82,-72,-75,-59,-66,-65
zigzagging_with_rotation:23,zigzagging_with_rotation,11.664090575,4.465280961,1.824157116,-76,100,-80,-85,-86,-76,-90,-81,100,-59,-69,-64
zigzagging_with_rotation:24,zigzagging_with_rotation,11.625053614,4.466010723,1.836021446,-68,-73,100,-70,-79,-77,-81,-73,-76,-61,-69,-65
zigzagging_with_rotation:25,zigzagging_with_rotation,11.637772182,4.569667351,1.837526208,-72,-69,-74,-70,100,-79,-79,100,-75,-57,-66,-64
zigzagging_with_rotation:26,zigzagging_with_rotation,11.641523831,4.77016648,1.831761915,-70,-67,-86,-71,-80,-83,-87,-74,100,100,-71,-66
zigzagging_with_rotation:27,zigzagging_with_rotation,11.5415507,4.989043702,1.779405598,-68,-78,-75,-72,100,-70,100,-74,-74,-57,-70,-65
zigzagging_with_rotation:28,zigzagging_with_rotation,11.518271518,5.282751884,1.715413527,100,-64,-70,-70,-73,-76,-78,-77,-75,-62,100,-70
zigzagging_with_rotation:29,zigzagging_with_rotation,11.453103701,5.604449805,1.763523117,-70,-74,-73,-72,-75,100,-74,-74,-74,-65,-71,100
zigzagging_with_rotation:30,zigzagging_with_rotation,11.472393621,5.963133653,1.790401595,-69,-65,-72,-73,-77,-71,-81,100,100,-71,-68,-64
zigzagging_with_rotation:31,zigzagging_with_rotation,11.617773489,6.496077413,1.780110498,-65,-66,-78,100,100,-71,-74,-74,-73,-73,-65,-63
zigzagging_with_rotation:32,zigzagging_with_rotation,11.644761528,6.905692126,1.79203074,-70,-75,-71,-70,-78,-73,-78,-76,100,-71,-64,100
zigzagging_with_rotation:33,zigzagging_with_rotation,11.649427578,7.31934534,1.814144845,-67,-68,-72,-70,100,-74,-77,-74,100,-72,-69,-77
zigzagging_with_rotation:34,zigzagging_with_rotation,11.648096792,7.746579644,1.820903208,100,-68,-71,100,-77,-73,-80,-75,-75,-77,-67,-67
zigzagging_with_rotation:35,zigzagging_with_rotation,11.653,8.138161193,1.822538046,-70,-69,100,-67,-79,-71,-82,100,-67,-72,-58,-71
zigzagging_with_rotation:36,zigzagging_with_rotation,11.657,8.452770399,1.815444206,-72,-69,100,-71,-76,-67,-79,-75,-71,-71,-70,100
zigzagging_with_rotation:37,zigzagging_with_rotation,11.65866164,8.59295476,1.816,-67,-68,-71,-70,-86,100,-79,-73,100,-70,-66,-73
zigzagging_with_rotation:38,zigzagging_with_rotation,11.657557072,8.656114144,1.816,-67,-69,-70,-71,-84,100,-74,-71,100,-76,-67,-78
zigzagging_with_rotation:39,zigzagging_with_rotation,11.646186826,8.653173079,1.780678568,-64,-72,-72,100,-75,-72,-76,-70,-69,100,-67,-71
zigzagging_with_rotation:40,zigzagging_with_rotation,11.754151907,8.590805863,1.812434604,-66,100,-75,-67,100,-67,-87,-70,-74,-76,-65,-74
zigzagging_with_rotation:41,zigzagging_with_rotation,11.775297974,8.554755066,1.823351013,-66,-72,-81,100,-78,-75,100,-71,-68,-81,-64,-77
zigzagging_with_rotation:42,zigzagging_with_rotation,11.722573569,8.552677255,1.817593647,-64,-72,-70,-71,-75,100,-71,-76,-72,-76,100,-65
zigzagging_with_rotation:43,zigzagging_with_rotation,11.377509485,8.53877359,1.801806603,-64,-68,-74,-66,100,-73,-72,100,-70,-69,-69,-69
zigzagging_with_rotation:44,zigzagging_with_rotation,11.016579155,8.571145251,1.806096834,-63,100,-72,-66,-75,-72,-75,-66,-67,100,-61,-71
zigzagging_with_rotation:45,zigzagging_with_rotation,10.413716083,8.627757043,1.820974426,100,-69,-69,-64,-77,-67,-76,-69,-63,-71,-62,100
zigzagging_with_rotation:46,zigzagging_with_rotation,9.629598078,8.616133173,1.829244551,-63,-71,-74,-66,-78,-68,100,-72,-75,100,-65,-77
zigzagging_with_rotation:47,zigzagging_with_rotation,9.147743518,8.583499383,1.833166872,-61,-71,-70,-66,100,-78,-71,-65,-70,100,-68,-75
zigzagging_with_rotation:48,zigzagging_with_rotation,8.694273016,8.550678388,1.838,-60,100,-71,-65,-75,-63,-79,-72,-66,-73,100,-74
zigzagging_with_rotation:49,zigzagging_with_rotation,7.988209457,8.52201401,1.829811208,100,-70,-68,-71,-81,-70,-75,-65,-67,-73,-65,100
zigzagging_with_rotation:50,zigzagging_with_rotation,7.532917624,8.509271854,1.839728146,-60,100,-70,-67,-76,-78,-83,-71,-71,100,-63,-69
zigzagging_with_rotation:51,zigzagging_with_rotation,7.084454704,8.492559696,1.835255717,-69,-69,-69,-64,-74,-74,100,100,-71,-74,-63,-69
zigzagging_with_rotation:52,zigzagging_with_rotation,6.638565301,8.474482999,1.788,-68,-70,-69,-66,-75,100,-75,-69,-77,-75,100,-77
zigzagging_with_rotation:53,zigzagging_with_rotation,6.434855172,8.557865699,1.837849244,-63,-70,100,-61,-74,-79,-81,100,-69,-79,-67,-76
zigzagging_with_rotation:54,zigzagging_with_rotation,6.13181103,8.641362568,1.858463834,-59,-74,100,-65,100,-68,-79,-68,-70,-78,-72,-71
zigzagging_with_rotation:55,zigzagging_with_rotation,6.00925448,8.655204953,1.871434669,-60,-68,-71,100,-74,-76,-84,-74,-74,100,-68,-75
zigzagging_with_rotation:56,zigzagging_with_rotation,5.960110803,8.645631043,1.852086051,100,-69,-67,-66,-67,-84,-84,-68,-70,-75,100,-70
zigzagging_with_rotation:57,zigzagging_with_rotation,6.004416086,8.696531801,1.902797702,-59,-68,100,-66,-74,-80,-81,-75,-68,-75,-68,100
zigzagging_with_rotation:58,zigzagging_with_rotation,5.809452575,8.644843593,1.841843593,-56,-69,-63,-66,100,100,-89,-70,-72,-76,-67,-69
zigzagging_with_rotation:59,zigzagging_with_rotation,5.763,8.629952088,1.825952088,-57,-71,-63,-67,-76,100,-82,100,-72,-78,-65,-70
zigzagging_with_rotation:60,zigzagging_with_rotation,5.761250229,8.690004584,1.823749771,-56,-69,100,-68,100,-73,-81,-74,-75,-78,-63,-69
zigzagging_with_rotation:61,zigzagging_with_rotation,5.779100528,8.864259243,1.846550264,-61,-69,-68,-64,-71,100,-87,-75,-75,-73,-69,100
zigzagging_with_rotation:62,zigzagging_with_rotation,5.782274317,9.156965032,1.848862842,-64,-74,-67,100,-68,-71,-80,-77,-76,-72,100,-66
zigzagging_with_rotation:63,zigzagging_with_rotation,5.767561691,9.512305152,1.845853897,-61,-71,-67,-62,100,-72,-77,100,-78,-70,-67,-64
zigzagging_with_rotation:64,zigzagging_with_rotation,5.738672386,10.139734804,1.825065523,-63,100,-70,100,-73,-73,-79,-77,-72,-78,-68,-69
zigzagging_with_rotation:65,zigzagging_with_rotation,5.602397726,10.769507219,1.702635748,-64,-69,-68,-58,-75,-66,-85,100,100,-81,-63,-69
zigzagging_with_rotation:66,zigzagging_with_rotation,5.547092624,11.15310855,1.632194887,-66,-71,-65,-57,-72,-66,100,-75,-77,100,-63,-69
zigzagging_with_rotation:67,zigzagging_with_rotation,5.657450345,11.598511311,1.69750115,-68,-70,100,-62,-69,-65,-84,-75,100,-72,-71,-72
zigzagging_with_rotation:68,zigzagging_with_rotation,5.497695673,11.980456491,1.704578512,-67,-77,-66,-67,-73,-69,100,-71,-79,100,-77,-76
zigzagging_with_rotation:69,zigzagging_with_rotation,5.614248512,12.4312624,1.765872768,100,-73,-66,-70,-67,-67,-75,-71,100,-78,-74,-74
zigzagging_with_rotation:70,zigzagging_with_rotation,5.640726553,12.807065888,1.74029541,-69,-75,-64,-77,-68,-68,-74,-73,100,-80,-66,100
zigzagging_with_rotation:71,zigzagging_with_rotation,5.633762242,13.144570077,1.844459304,-72,-80,100,-71,100,-65,-83,-71,-72,-87,-70,-75
zigzagging_with_rotation:72,zigzagging_with_rotation,5.595526584,13.351097847,1.849195694,-71,100,-65,-73,-65,-68,-84,-70,-74,100,-62,-70
zigzagging_with_rotation:73,zigzagging_with_rotation,5.720937582,13.421894047,1.789638605,-71,-78,100,-68,-67,-65,-80,-71,-72,-75,100,-75
zigzagging_with_rotation:74,zigzagging_with_rotation,5.768769835,13.454884917,1.803230165,-70,-71,-70,-70,-65,-66,-86,100,-73,-80,-62,100
zigzagging_with_rotation:75,zigzagging_with_rotation,5.857277164,13.351651932,1.780048802,-68,-75,-74,-73,-66,100,-78,-71,-71,100,-65,-74
zigzagging_with_rotation:76,zigzagging_with_rotation,5.850985247,13.361865297,1.852044258,-79,-80,-70,-76,-71,-65,-79,-70,-71,100,-65,100
zigzagging_with_rotation:77,zigzagging_with_rotation,5.859457818,13.451509,1.917813273,-69,-72,100,-73,-68,-65,-76,-71,-72,-83,-71,-74
zigzagging_with_rotation:78,zigzagging_with_rotation,5.803774109,13.44740863,1.892352158,100,-73,-69,-70,-69,-67,-81,-63,100,-85,-65,-78
zigzagging_with_rotation:79,zigzagging_with_rotation,5.582753893,13.394833852,1.864305642,-69,-71,-71,-71,-76,-63,-77,-63,-72,100,-67,100
zigzagging_with_rotation:80,zigzagging_with_rotation,5.023869603,13.3457764,1.8548882,-69,-71,-65,-72,-65,-61,100,-69,-69,100,-74,-72
zigzagging_with_rotation:81,zigzagging_with_rotation,4.42831692,13.316599105,1.847533035,-66,100,-68,-71,-73,-71,-80,-66,-74,100,-71,-82
zigzagging_with_rotation:82,zigzagging_with_rotation,4.026219226,13.316,1.844480699,100,-65,-70,-76,-61,-64,-84,-75,-72,-77,100,-78
zigzagging_with_rotation:83,zigzagging_with_rotation,3.637855573,13.35072022,1.810205777,-74,-76,100,-76,-63,100,-76,-72,-72,-85,-71,-78
zigzagging_with_rotation:84,zigzagging_with_rotation,3.233332827,13.355703647,1.807703647,-69,-73,-69,-88,100,-61,-73,100,-76,-81,-71,-77
zigzagging_with_rotation:85,zigzagging_with_rotation,2.797736207,13.317471085,1.783760232,-73,-79,-75,-71,-62,100,-75,-71,100,-78,-73,-74
zigzagging_with_rotation:86,zigzagging_with_rotation,2.211841809,13.325134052,1.778310991,-71,100,-71,-74,-61,-62,-74,-69,-75,-79,100,-84
zigzagging_with_rotation:87,zigzagging_with_rotation,1.90145681,13.385967371,1.788376839,-72,-75,100,-77,-65,-62,-75,-70,-77,-82,-70,100
zigzagging_with_rotation:88,zigzagging_with_rotation,1.54267344,13.382306129,1.773974489,-71,-68,-70,-76,-63,-63,-93,100,100,-85,-66,-74
zigzagging_with_rotation:89,zigzagging_with_rotation,0.973478122,13.457489464,1.804440843,-74,-72,-68,-80,100,-64,-79,-73,-73,-82,-68,100
zigzagging_with_rotation:90,zigzagging_with_rotation,0.622021194,13.49,1.826964399,-73,100,-75,100,-60,-63,-83,-79,-72,-83,-71,-74
zigzagging_with_rotation:91,zigzagging_with_rotation,0.458395433,13.646068498,1.85390685,-72,-71,100,-76,-56,-58,-90,-73,-77,-86,-70,-75
zigzagging_without_rotation:0,zigzagging_without_rotation,17.953126644,4.341467118,1.729266441,-88,-76,-73,-80,-84,-82,-78,-80,-84,-77,100,-70
zigzagging_without_rotation:1,zigzagging_without_rotation,17.937391493,4.249989367,1.80020638,-77,-76,-74,-80,100,-79,-82,100,-81,-72,-65,-66
zigzagging_without_rotation:2,zigzagging_without_rotation,17.92852922,4.189147729,1.83347078,-82,100,-73,-79,100,-79,-80,-76,-85,-71,-62,-66
zigzagging_without_rotation:3,zigzagging_without_rotation,17.894664108,4.182251439,1.838333973,-71,-73,-73,-75,100,-79,100,-82,-77,-70,-62,-68
zigzagging_without_rotation:4,zigzagging_without_rotation,17.497717859,4.185,1.845007625,-72,-72,-77,-74,100,-81,100,-77,-74,-70,-61,-68
zigzagging_without_rotation:5,zigzagging_without_rotation,17.205918681,4.159176274,1.842725425,-72,-73,100,-76,-82,-79,-83,-81,-77,-71,100,-66
zigzagging_without_rotation:6,zigzagging_without_rotation,16.709707246,4.151,1.839529469,-72,-72,-71,100,100,-76,-70,-77,-74,-67,-60,-75
zigzagging_without_rotation:7,zigzagging_without_rotation,16.386029212,4.147,1.838355056,-72,100,-78,-72,-79,100,-79,-72,-77,-70,-60,-64
zigzagging_without_rotation:8,zigzagging_without_rotation,16.081324017,4.155676408,1.838735282,-74,-70,-78,-86,100,-74,-74,-73,-73,100,-63,-66
zigzagging_without_rotation:9,zigzagging_without_rotation,15.556032205,4.128229469,1.805770531,-81,-69,-71,-77,100,-76,-75,-69,-68,-71,100,-71
zigzagging_without_rotation:10,zigzagging_without_rotation,15.229493189,4.101748865,1.806534903,-71,-72,-72,-85,-80,100,-81,100,-72,-71,-61,-66
zigzagging_without_rotation:11,zigzagging_without_rotation,14.894821231,4.08715274,1.784389041,-70,-73,-80,100,-74,-76,-73,-70,100,-66,-54,-70
zigzagging_without_rotation:12,zigzagging_without_rotation,14.207722892,4.135781006,1.747218994,-69,-79,-78,100,-79,-82,-70,100,-66,-65,-58,-63
zigzagging_without_rotation:13,zigzagging_without_rotation,13.839212889,4.151134453,1.733422969,-76,-78,-75,-78,-79,100,-83,-76,-75,100,-64,-66
zigzagging_without_rotation:14,zigzagging_without_rotation,13.482448227,4.126720662,1.743755177,-70,-73,-72,-80,100,-71,-76,-72,-69,100,-61,-65
zigzagging_without_rotation:15,zigzagging_without_rotation,13.057955026,4.377035926,1.812323598,-71,-79,-70,-78,-76,-76,-79,-81,100,100,-62,-72
zigzagging_without_rotation:16,zigzagging_without_rotation,12.707522723,4.184535225,1.770575379,100,-70,-71,-76,-77,-75,100,-75,-70,-55,-62,-64
zigzagging_without_rotation:17,zigzagging_without_rotation,12.252534289,4.152,1.772784928,-70,-70,-72,-77,-74,100,-86,100,-68,-55,-56,-61
zigzagging_without_rotation:18,zigzagging_without_rotation,11.997182839,4.171879177,1.802909383,-71,-73,100,-77,-80,-77,-81,-76,-73,-57,-64,-66
zigzagging_without_rotation:19,zigzagging_without_rotation,11.855042545,4.156338061,1.803338061,-73,-78,-72,-72,-79,100,-91,-74,-81,-56,-66,-68
zigzagging_without_rotation:20,zigzagging_without_rotation,11.808509659,4.147705796,1.797901932,-74,-68,-71,-75,-83,-75,-79,-70,100,-54,100,-67
zigzagging_without_rotation:21,zigzagging_without_rotation,11.780741672,4.211741672,1.824419443,-73,-69,-74,-73,-83,100,-79,-78,-78,-55,-71,100
zigzagging_without_rotation:22,zigzagging_without_rotation,11.768466363,4.197199545,1.832399089,-73,-68,-71,-74,-80,100,-85,-70,100,-58,-63,-65
zigzagging_without_rotation:23,zigzagging_without_rotation,11.759235704,4.203894282,1.826235704,-74,-75,100,-81,-82,-72,-79,-70,100,-54,-66,-66
zigzagging_without_rotation:24,zigzagging_without_rotation,11.756175492,4.193228445,1.816701969,-72,-68,-72,-74,-86,-75,-89,-75,-78,-55,-62,-67
zigzagging_without_rotation:25,zigzagging_without_rotation,11.75,4.204182943,1.815743183,100,-68,-69,-73,-81,-75,-79,-74,100,-56,-63,-65
zigzagging_without_rotation:26,zigzagging_without_rotation,11.746757129,4.387692723,1.817196411,-70,-76,-70,-74,-79,100,-84,-82,-77,-56,-68,100
zigzagging_without_rotation:27,zigzagging_without_rotation,11.711,4.880876683,1.810117962,-70,-68,-74,-81,-74,-71,-80,100,100,-54,-65,-64
zigzagging_without_rotation:28,zigzagging_without_rotation,11.707287509,5.242337754,1.886249825,-71,-69,100,-70,-77,-74,-86,100,-74,-56,-73,-65
zigzagging_without_rotation:29,zigzagging_without_rotation,11.699,5.712242903,1.771427992,-65,-69,-72,-71,100,-77,100,-70,-69,-67,-69,-62
zigzagging_without_rotation:30,zigzagging_without_rotation,11.69687801,6.308807372,1.815438206,-66,-83,-75,-71,-75,-69,-73,-69,-72,-72,-70,-61
zigzagging_without_rotation:31,zigzagging_without_rotation,11.696386076,6.695462004,1.818930378,100,-67,-73,-71,-78,-77,-76,-72,100,-69,-60,-67
zigzagging_without_rotation:32,zigzagging_without_rotation,11.697939231,7.135396581,1.847360342,-67,-76,-73,-68,-76,-73,-76,100,-69,-76,-65,100
zigzagging_without_rotation:33,zigzagging_without_rotation,11.750798862,7.462133783,1.834201138,-64,-75,-78,100,-72,-74,-73,-73,-66,100,-62,-71
zigzagging_without_rotation:34,zigzagging_without_rotation,11.766529353,7.842236813,1.823529353,-66,-77,100,-65,-72,-72,100,-73,-70,-75,-61,-74
zigzagging_without_rotation:35,zigzagging_without_rotation,11.765832102,8.338266621,1.819167898,-70,-67,-77,-66,-75,-66,-73,-72,-78,100,-61,-69
zigzagging_without_rotation:36,zigzagging_without_rotation,11.770670048,8.48769541,1.818994928,-64,-72,100,-69,-76,-80,-73,-68,-79,-73,-65,-78
zigzagging_without_rotation:37,zigzagging_without_rotation,11.767,8.537736076,1.815,-74,-72,-71,-66,-75,100,-74,-68,-68,100,-62,-73
zigzagging_without_rotation:38,zigzagging_without_rotation,11.764,8.552660695,1.819,-66,-71,-83,-68,-74,-77,100,-71,100,-82,-63,-75
zigzagging_without_rotation:39,zigzagging_without_rotation,11.763258463,8.564775388,1.813258463,-65,-70,100,-68,-74,100,-72,-67,-81,-76,-62,-76
zigzagging_without_rotation:40,zigzagging_without_rotation,11.736164294,8.574397253,1.809,-67,-70,-70,-66,-84,-71,-85,-75,100,-71,-66,100
zigzagging_without_rotation:41,zigzagging_without_rotation,11.573052327,8.576150086,1.808600345,-68,100,100,-65,-81,-78,-77,-67,-67,-72,-64,-80
zigzagging_without_rotation:42,zigzagging_without_rotation,11.315110248,8.556878143,1.819140232,-67,-68,-71,100,-75,-67,-75,-70,-71,100,-66,-65
zigzagging_without_rotation:43,zigzagging_without_rotation,10.824173382,8.546463917,1.821,-64,-67,-69,-67,-74,100,-75,-71,-66,-70,100,-65
zigzagging_without_rotation:44,zigzagging_without_rotation,10.432923303,8.588053835,1.816594887,-65,-75,-77,-68,-74,-70,-73,-69,-65,-81,-64,-71
zigzagging_without_rotation:45,zigzagging_without_rotation,9.962302053,8.576029326,1.834313783,100,-66,-77,-68,-74,-82,-71,-67,-62,-77,100,-72
zigzagging_without_rotation:46,zigzagging_without_rotation,9.50219112,8.56,1.826695191,-62,-68,-69,-67,-69,-70,-75,-68,100,-73,-65,100
zigzagging_without_rotation:47,zigzagging_without_rotation,9.109838976,8.553804596,1.835609191,-61,-69,-69,100,-75,100,-77,-70,-67,-75,-62,-70
zigzagging_without_rotation:48,zigzagging_without_rotation,8.524892257,8.554968134,1.836015933,-60,100,-77,-66,-75,-76,-74,-72,-70,100,-66,-71
zigzagging_without_rotation:49,zigzagging_without_rotation,8.082585947,8.559580729,1.832419271,-64,-71,-73,-66,100,-63,-74,-70,-72,-75,100,-74
zigzagging_without_rotation:50,zigzagging_without_rotation,7.426674972,8.540030907,1.84,-57,-70,-70,-69,-70,100,-82,-78,-70,100,-67,-72
zigzagging_without_rotation:51,zigzagging_without_rotation,7.023401577,8.534411569,1.822823138,-60,-69,-69,-62,100,-72,-75,-70,-68,100,-66,-73
zigzagging_without_rotation:52,zigzagging_without_rotation,6.726780718,8.59494121,1.829973251,-60,-74,-71,-71,-73,100,100,-78,-72,-73,-70,-73
zigzagging_without_rotation:53,zigzagging_without_rotation,6.49204375,8.624682212,1.822227404,-66,-70,100,-64,-72,-78,-75,-71,-66,-78,100,-77
zigzagging_without_rotation:54,zigzagging_without_rotation,6.155828647,8.639328071,1.866328071,-60,-69,-69,100,-74,-79,-82,-72,-69,100,-68,-74
