sample_id,trajectory,pos_x,pos_y,pos_z,sensor10,sensor11,sensor12,sensor20,sensor21,sensor22,sensor30,sensor31,sensor32,sensor40,sensor41,sensor42
zigzagging_with_rotation:61,zigzagging_with_rotation,5.023869603,13.3457764,1.8548882,-69,-71,-65,-72,-65,-61,-75,-69,-69,-78,-74,-72
zigzagging_with_rotation:62,zigzagging_with_rotation,4.426990755,13.316526768,1.847508923,-66,-65,-68,-71,-73,-71,-80,-66,-74,-89,-71,-82
zigzagging_with_rotation:63,zigzagging_with_rotation,3.827267056,13.326261362,1.814590911,-73,-70,-70,-76,-61,-64,-76,-72,-72,-77,-76,-78
zigzagging_with_rotation:64,zigzagging_with_rotation,3.443799228,13.362,1.808255541,-72,-73,-69,-76,-63,-61,-76,-75,-72,-82,-71,-78
zigzagging_with_rotation:65,zigzagging_with_rotation,2.390007474,13.328388474,1.797630737,-69,-74,-71,-71,-61,-62,-73,-69,-70,-78,-71,-74
zigzagging_with_rotation:66,zigzagging_with_rotation,1.901311756,13.385977732,1.788363024,-72,-75,-73,-76,-65,-62,-74,-70,-77,-79,-70,-74
zigzagging_with_rotation:67,zigzagging_with_rotation,1.346774666,13.393660214,1.778253524,-71,-68,-68,-76,-60,-63,-79,-73,-73,-85,-66,-79
zigzagging_with_rotation:68,zigzagging_with_rotation,0.787235741,13.456490848,1.781919268,-74,-72,-76,-79,-60,-63,-83,-79,-72,-82,-71,-74
zigzagging_with_rotation:69,zigzagging_with_rotation,0.458395433,13.646068498,1.85390685,-72,-71,-75,-76,-56,-58,-90,-73,-77,-86,-70,-75
zigzagging_without_rotation:0,zigzagging_without_rotation,17.953161855,4.340762908,1.729618546,-88,-76,-73,-80,-84,-82,-78,-80,-84,-77,-62,-70
zigzagging_without_rotation:1,zigzagging_without_rotation,17.205918681,4.159176274,1.842725425,-72,-72,-77,-74,-82,-79,-79,-77,-74,-70,-61,-66
zigzagging_without_rotation:2,zigzagging_without_rotation,16.70952948,4.151,1.839522062,-72,-72,-71,-72,-84,-76,-70,-77,-74,-67,-60,-75
zigzagging_without_rotation:3,zigzagging_without_rotation,16.384734919,4.147,1.838447506,-72,-70,-78,-86,-79,-74,-79,-72,-73,-70,-60,-64
zigzagging_without_rotation:4,zigzagging_without_rotation,15.555186759,4.128171824,1.805828176,-74,-69,-71,-77,-83,-76,-74,-69,-68,-71,-61,-66
zigzagging_without_rotation:5,zigzagging_without_rotation,15.061468838,4.094998615,1.788497923,-71,-72,-72,-81,-80,-76,-79,-67,-72,-66,-57,-66
zigzagging_without_rotation:6,zigzagging_without_rotation,14.207624401,4.1357868,1.7472132,-69,-78,-78,-83,-74,-78,-70,-73,-66,-65,-54,-63
zigzagging_without_rotation:7,zigzagging_without_rotation,13.655894348,4.156857639,1.74540873,-70,-73,-75,-78,-78,-71,-76,-72,-69,-59,-64,-66
zigzagging_without_rotation:8,zigzagging_without_rotation,12.900625456,4.253714886,1.835902159,-71,-70,-70,-76,-76,-76,-79,-74,-71,-55,-61,-64
zigzagging_without_rotation:9,zigzagging_without_rotation,12.252534289,4.152,1.772784928,-70,-70,-72,-76,-74,-75,-86,-75,-68,-55,-56,-61
zigzagging_without_rotation:10,zigzagging_without_rotation,11.99698226,4.171802766,1.802852074,-71,-73,-78,-77,-80,-77,-81,-76,-73,-57,-64,-66
zigzagging_without_rotation:11,zigzagging_without_rotation,11.820022856,4.151986287,1.802484001,-73,-68,-71,-72,-79,-75,-79,-70,-81,-56,-66,-67
zigzagging_without_rotation:12,zigzagging_without_rotation,11.783162686,4.173026306,1.802188993,-74,-76,-72,-82,-83,-75,-79,-78,-78,-54,-71,-67
zigzagging_without_rotation:13,zigzagging_without_rotation,11.759033571,4.203813428,1.826033571,-73,-68,-71,-73,-80,-72,-79,-70,-78,-54,-63,-65
zigzagging_without_rotation:14,zigzagging_without_rotation,11.75,4.204138291,1.815748436,-72,-68,-69,-73,-81,-75,-79,-74,-78,-55,-62,-65
zigzagging_without_rotation:15,zigzagging_without_rotation,11.746777662,4.387887789,1.817222078,-70,-72,-70,-74,-79,-71,-84,-77,-77,-56,-68,-66
zigzagging_without_rotation:16,zigzagging_without_rotation,11.711,4.881747401,1.810069589,-70,-68,-74,-81,-74,-78,-80,-78,-74,-54,-65,-64
zigzagging_without_rotation:17,zigzagging_without_rotation,11.707322412,5.323913499,1.848107471,-65,-69,-72,-70,-77,-74,-78,-72,-71,-56,-69,-62
zigzagging_without_rotation:18,zigzagging_without_rotation,11.701088945,6.105075602,1.808455527,-66,-72,-74,-71,-75,-72,-73,-69,-69,-69,-71,-62
zigzagging_without_rotation:19,zigzagging_without_rotation,11.696368886,6.694550934,1.818844428,-66,-67,-73,-71,-78,-69,-76,-74,-64,-69,-60,-61
zigzagging_without_rotation:20,zigzagging_without_rotation,11.697955803,7.135470234,1.847352977,-67,-76,-73,-68,-76,-73,-76,-72,-69,-76,-65,-69
zigzagging_without_rotation:21,zigzagging_without_rotation,11.764747491,7.648454832,1.826252509,-64,-75,-78,-70,-72,-74,-73,-74,-66,-75,-62,-71
zigzagging_without_rotation:22,zigzagging_without_rotation,11.761140183,8.019411415,1.824579452,-70,-67,-77,-65,-75,-72,-79,-73,-70,-74,-61,-74
zigzagging_without_rotation:23,zigzagging_without_rotation,11.764,8.433148142,1.81867196,-68,-74,-73,-66,-76,-66,-73,-71,-78,-73,-61,-69
zigzagging_without_rotation:24,zigzagging_without_rotation,11.767,8.537731544,1.815,-64,-72,-71,-66,-75,-77,-74,-68,-68,-74,-62,-73
zigzagging_without_rotation:25,zigzagging_without_rotation,11.764,8.552527547,1.819,-66,-71,-83,-68,-74,-74,-74,-71,-84,-82,-63,-75
zigzagging_without_rotation:26,zigzagging_without_rotation,11.76360821,8.560548505,1.811686568,-65,-70,-70,-66,-78,-74,-72,-67,-68,-71,-62,-75
zigzagging_without_rotation:27,zigzagging_without_rotation,11.573107341,8.576152124,1.808608495,-67,-74,-75,-71,-81,-71,-77,-67,-67,-72,-64,-80
zigzagging_without_rotation:28,zigzagging_without_rotation,11.31490497,8.556839042,1.81914512,-67,-68,-71,-65,-75,-67,-75,-70,-71,-73,-66,-65
zigzagging_without_rotation:29,zigzagging_without_rotation,10.821006588,8.545863318,1.821,-64,-67,-69,-67,-74,-71,-75,-69,-66,-70,-63,-65
zigzagging_without_rotation:30,zigzagging_without_rotation,10.20008107,8.586043075,1.82208615,-58,-66,-77,-70,-75,-70,-71,-69,-62,-78,-63,-72
zigzagging_without_rotation:31,zigzagging_without_rotation,9.503253375,8.56,1.826617936,-62,-73,-69,-67,-69,-70,-75,-67,-66,-73,-65,-72
zigzagging_without_rotation:32,zigzagging_without_rotation,8.918952526,8.554742499,1.831742499,-61,-68,-69,-69,-75,-66,-75,-70,-67,-72,-62,-70
zigzagging_without_rotation:33,zigzagging_without_rotation,8.082585947,8.559580729,1.832419271,-60,-71,-73,-66,-75,-63,-74,-70,-70,-75,-68,-74
zigzagging_without_rotation:34,zigzagging_without_rotation,7.215180288,8.540725837,1.839945167,-57,-69,-69,-62,-70,-72,-82,-76,-68,-74,-67,-72
zigzagging_without_rotation:35,zigzagging_without_rotation,6.726692543,8.595038203,1.82994239,-60,-74,-70,-63,-73,-69,-75,-70,-72,-73,-66,-73
zigzagging_without_rotation:36,zigzagging_without_rotation,6.39922839,8.636444885,1.82188977,-64,-70,-67,-64,-72,-78,-75,-71,-66,-78,-68,-74
zigzagging_without_rotation:37,zigzagging_without_rotation,6.004015601,8.68053986,1.86565078,-60,-69,-69,-64,-69,-76,-82,-67,-69,-85,-66,-72
zigzagging_without_rotation:38,zigzagging_without_rotation,5.95554066,8.718141758,1.863682418,-61,-71,-74,-61,-69,-74,-85,-67,-71,-81,-69,-72
zigzagging_without_rotation:39,zigzagging_without_rotation,5.910759377,8.724116561,1.856627813,-68,-76,-72,-68,-69,-75,-82,-67,-70,-83,-65,-70
zigzagging_without_rotation:40,zigzagging_without_rotation,5.911105715,8.712814999,1.851513214,-61,-70,-76,-60,-69,-75,-85,-80,-71,-83,-69,-71
zigzagging_without_rotation:41,zigzagging_without_rotation,5.906731647,9.024433478,1.863059634,-68,-68,-66,-65,-70,-73,-77,-69,-67,-73,-69,-78
zigzagging_without_rotation:42,zigzagging_without_rotation,5.975668026,9.458767327,1.891,-63,-68,-69,-65,-79,-67,-81,-70,-72,-78,-65,-72
zigzagging_without_rotation:43,zigzagging_without_rotation,6.010903798,9.994931818,1.89061924,-66,-71,-65,-60,-71,-65,-73,-68,-64,-71,-64,-74
zigzagging_without_rotation:44,zigzagging_without_rotation,5.884523053,10.789408172,1.810653817,-66,-70,-71,-55,-70,-63,-81,-73,-74,-75,-68,-70
zigzagging_without_rotation:45,zigzagging_without_rotation,5.827023818,11.579605798,1.839047636,-65,-74,-71,-59,-70,-62,-77,-77,-71,-80,-68,-74
zigzagging_without_rotation:46,zigzagging_without_rotation,5.889336516,12.348257765,1.757556086,-69,-72,-68,-71,-70,-67,-77,-67,-77,-80,-71,-76
zigzagging_without_rotation:47,zigzagging_without_rotation,5.885214034,12.85086672,1.888571933,-79,-74,-71,-68,-72,-64,-77,-67,-72,-79,-65,-75
zigzagging_without_rotation:48,zigzagging_without_rotation,5.867252062,13.226263061,1.869756187,-80,-73,-69,-74,-69,-64,-76,-70,-73,-83,-72,-74
zigzagging_without_rotation:49,zigzagging_without_rotation,5.872891023,13.459356218,1.839049448,-69,-77,-70,-72,-68,-65,-81,-69,-72,-86,-66,-78
zigzagging_without_rotation:50,zigzagging_without_rotation,5.847213333,13.426168485,1.765808484,-76,-71,-70,-70,-70,-66,-74,-69,-72,-84,-65,-75
zigzagging_without_rotation:51,zigzagging_without_rotation,5.799505142,13.388892422,1.823064547,-69,-81,-68,-80,-66,-67,-71,-65,-75,-81,-70,-77
zigzagging_without_rotation:52,zigzagging_without_rotation,5.078810973,13.34883591,1.85867182,-68,-76,-73,-72,-68,-60,-75,-65,-69,-80,-69,-73
zigzagging_without_rotation:53,zigzagging_without_rotation,4.448600871,13.336019701,1.844980299,-67,-72,-74,-69,-65,-60,-75,-65,-73,-78,-72,-74
zigzagging_without_rotation:54,zigzagging_without_rotation,4.036823673,13.325669686,1.845,-74,-74,-71,-76,-67,-66,-77,-70,-74,-81,-73,-75
zigzagging_without_rotation:55,zigzagging_without_rotation,3.523121812,13.351258221,1.808450671,-70,-69,-67,-72,-61,-66,-76,-73,-73,-76,-75,-75
zigzagging_without_rotation:56,zigzagging_without_rotation,3.188073864,13.352159355,1.803739033,-71,-75,-68,-89,-62,-60,-73,-69,-75,-87,-78,-77
zigzagging_without_rotation:57,zigzagging_without_rotation,2.644249473,13.32361156,1.796343816,-70,-77,-68,-71,-65,-61,-80,-71,-70,-85,-72,-74
zigzagging_without_rotation:58,zigzagging_without_rotation,2.103033036,13.315210657,1.816964476,-73,-72,-73,-75,-71,-62,-74,-69,-80,-82,-77,-73
zigzagging_without_rotation:59,zigzagging_without_rotation,1.750261075,13.30372977,1.793633589,-70,-68,-72,-71,-69,-63,-76,-68,-76,-79,-68,-78
zigzagging_without_rotation:60,zigzagging_without_rotation,1.229286817,13.343349421,1.766464148,-71,-72,-68,-74,-64,-65,-77,-74,-76,-83,-67,-76
zigzagging_without_rotation:61,zigzagging_without_rotation,0.701329831,13.193881124,1.762357809,-70,-69,-74,-73,-58,-63,-82,-74,-75,-84,-69,-84
zigzagging_without_rotation:62,zigzagging_without_rotation,0.424189029,13.314884147,1.786390236,-70,-66,-75,-78,-58,-65,-79,-79,-81,-75,-68,-76
